,Counter_,Depth_m,Latitude,Longitude,geometry
2769,5100903,0.522,68.61376800000001,-149.30768999999998,POINT (406107.1305099047 7613057.474675996)
2770,5100904,0.6386,68.61375799999999,-149.30768999999998,POINT (406107.088696047 7613056.360346047)
2771,5100905,0.5627,68.613753,-149.30768999999998,POINT (406107.0677891191 7613055.803181075)
2772,5100906,0.4896,68.613741,-149.30768600000002,POINT (406107.180295873 7613054.459880654)
2773,5100907,0.4589,68.61372800000001,-149.307683,POINT (406107.2479505685 7613053.006673365)
2774,5100908,0.3401,68.613723,-149.30768600000002,POINT (406107.1050310757 7613052.45408675)
2775,5100909,0.5571,68.61371,-149.307681,POINT (406107.2540276771 7613050.997827222)
2776,5100910,0.5036,68.613703,-149.307678,POINT (406107.3467708441 7613050.213217904)
2777,5100911,0.4266,68.613698,-149.307678,POINT (406107.325864033 7613049.656052929)
2778,5100912,0.5114,68.613685,-149.307671,POINT (406107.556202953 7613048.196741191)
2779,5100913,0.6431,68.61367299999999,-149.30766599999998,POINT (406107.7093816085 7613046.851914685)
2780,5100914,0.546,68.613665,-149.307665,POINT (406107.716601875 7613045.958924613)
2781,5100915,0.4824,68.61365500000001,-149.307658,POINT (406107.9594855069 7613044.833911899)
2782,5100916,0.5795,68.61364499999999,-149.307656,POINT (406107.9990142996 7613043.716529734)
2783,5100917,0.5159,68.613636,-149.307655,POINT (406108.0020534497 7613042.712106668)
2784,5100918,0.5337,68.613625,-149.30765300000002,POINT (406108.0374010577 7613041.483291511)
2785,5100919,0.4868,68.613613,-149.307645,POINT (406108.3125939028 7613040.133886742)
2786,5100920,0.5259,68.613603,-149.307641,POINT (406108.4334652887 7613039.013452386)
2787,5100921,0.3976,68.61359499999999,-149.307646,POINT (406108.196659399 7613038.129618922)
2788,5100922,0.4645,68.61358100000001,-149.30764,POINT (406108.3821479987 7613036.560400384)
2789,5100923,0.5259,68.61357,-149.307638,POINT (406108.4174961229 7613035.331585235)
2790,5100924,0.4377,68.613561,-149.307636,POINT (406108.4612068934 7613034.325636078)
2791,5100925,0.5025,68.613555,-149.307633,POINT (406108.5581327506 7613033.652459815)
2792,5100926,0.3552,68.613546,-149.307633,POINT (406108.5205012634 7613032.649562852)
2793,5100927,0.5577,68.613538,-149.307633,POINT (406108.4870510547 7613031.758098891)
2794,5100928,0.5337,68.61352600000001,-149.307623,POINT (406108.8435880998 7613030.405642001)
2795,5100929,0.4947,68.613518,-149.307623,POINT (406108.8101380406 7613029.514178035)
2796,5100930,0.5627,68.613508,-149.30762,POINT (406108.8903392755 7613028.395269803)
2797,5100931,0.4723,68.6135,-149.307616,POINT (406109.0195743949 7613027.497701479)
2798,5100932,0.4718,68.613486,-149.307615,POINT (406109.001708288 7613025.936113446)
2799,5100933,0.4935,68.613476,-149.307616,POINT (406108.9192245455 7613024.823309579)
2800,5100934,0.4154,68.61346999999999,-149.30761,POINT (406109.1381651083 7613024.145555075)
2801,5100935,0.3987,68.613463,-149.307606,POINT (406109.2715818835 7613023.359419765)
2802,5100936,0.4534,68.613455,-149.307606,POINT (406109.2381320855 7613022.467955796)
2803,5100937,0.517,68.61344100000001,-149.30759799999998,POINT (406109.5049660639 7613020.895685197)
2804,5100938,0.4813,68.613431,-149.307605,POINT (406109.1784541104 7613019.792037811)
2805,5100939,0.4244,68.613425,-149.307606,POINT (406109.1126953589 7613019.124965922)
2806,5100940,0.4322,68.613416,-149.307606,POINT (406109.075064346 7613018.122068957)
2807,5100941,0.3401,68.61340600000001,-149.307595,POINT (406109.4806381005 7613016.990952088)
2808,5100942,0.2525,68.613388,-149.30761,POINT (406108.7953041543 7613015.008049442)
2809,5100943,0.3396,68.613385,-149.307603,POINT (406109.0674609045 7613014.663067835)
2810,5100944,0.4266,68.613376,-149.30759,POINT (406109.5585595542 7613013.64033181)
2811,5100945,0.3797,68.613361,-149.307581,POINT (406109.8618854753 7613011.955102186)
2812,5100946,0.4177,68.613355,-149.307583,POINT (406109.7554553243 7613011.289556357)
2813,5100947,0.435,68.61334599999999,-149.30758500000002,POINT (406109.6364815781 7613010.289711541)
2814,5100948,0.2877,68.613341,-149.307576,POINT (406109.9816198069 7613009.718811897)
2815,5100949,0.3513,68.61333499999999,-149.30758,POINT (406109.7938464753 7613009.056318206)
2816,5100950,0.4656,68.609783,-149.30768799999998,POINT (406090.549273332 7612613.411228111)
2817,5100951,0.4935,68.609778,-149.30768999999998,POINT (406090.4470109505 7612612.857116067)
2818,5100952,0.5393,68.60977,-149.307691,POINT (406090.3728827497 7612611.967178816)
2819,5100953,0.4712,68.60976,-149.307691,POINT (406090.3310700333 7612610.852849317)
2820,5100954,0.5493,68.609755,-149.307696,POINT (406090.106773346 7612610.303316344)
2821,5100955,0.4896,68.609746,-149.30768999999998,POINT (406090.3132103191 7612609.291261668)
2822,5100956,0.469,68.60973800000001,-149.307691,POINT (406090.2390820677 7612608.401324426)
2823,5100957,0.5834,68.60973,-149.30768999999998,POINT (406090.2463100144 7612607.508334472)
2824,5100958,0.4679,68.609723,-149.307695,POINT (406090.0136505123 7612606.735935606)
2825,5100959,0.4997,68.60971500000001,-149.307696,POINT (406089.9395221532 7612605.845998374)
2826,5100960,0.565,68.609706,-149.307695,POINT (406089.9425687962 7612604.841575474)
2827,5100961,0.6408,68.609695,-149.3077,POINT (406089.6931838748 7612603.623444841)
2828,5100962,0.6241,68.609685,-149.307695,POINT (406089.8547619821 7612602.501483546)
2829,5100963,0.527,68.609675,-149.307701,POINT (406089.5688799513 7612601.396312233)
2830,5100964,0.3641,68.609666,-149.307701,POINT (406089.5312483683 7612600.3934157)
2831,5100965,0.4389,68.609656,-149.3077,POINT (406089.5301137465 7612599.277559853)
2832,5100966,0.4896,68.60965,-149.307701,POINT (406089.4643477819 7612598.61048853)
2833,5100967,0.4846,68.609635,-149.307706,POINT (406089.1982370738 7612596.946626153)
2834,5100968,0.5348,68.609628,-149.30770800000002,POINT (406089.0876114161 7612596.169648262)
2835,5100969,0.6079,68.60961800000001,-149.307706,POINT (406089.1271550624 7612595.052266045)
2836,5100970,0.614,68.609606,-149.30771000000001,POINT (406088.9142661853 7612593.721176169)
2837,5100971,0.5783,68.609601,-149.30770800000002,POINT (406088.9747163683 7612593.160958687)
2838,5100972,0.4188,68.60959,-149.307703,POINT (406089.1321139204 7612591.927564409)
2839,5100973,0.3965,68.609583,-149.30770800000002,POINT (406088.899453015 7612591.155165642)
2840,5100974,0.4974,68.609573,-149.30770800000002,POINT (406088.8576400448 7612590.040836175)
2841,5100975,0.4556,68.609561,-149.30770800000002,POINT (406088.8074644846 7612588.703640815)
2842,5100976,0.5103,68.609555,-149.307726,POINT (406088.0501650032 7612588.062518008)
2843,5100977,0.3563,68.609546,-149.307723,POINT (406088.1345683766 7612587.055042336)
2844,5100978,0.5002,68.60954100000001,-149.307725,POINT (406088.032304854 7612586.500930384)
2845,5100979,0.508,68.609531,-149.307728,POINT (406087.8684561751 7612585.391180102)
2846,5100980,0.4255,68.60951800000001,-149.307726,POINT (406087.895455852 7612583.939499033)
2847,5100981,0.4913,68.609513,-149.30773,POINT (406087.7118351981 7612583.388439871)
2848,5100982,0.5014,68.609501,-149.307726,POINT (406087.8243732821 7612582.045138966)
2849,5100983,0.4439,68.609495,-149.307726,POINT (406087.7992853184 7612581.376541297)
2850,5100984,0.4489,68.60948499999999,-149.307728,POINT (406087.6761149393 7612580.265264633)
2851,5100985,0.4154,68.609478,-149.30773100000002,POINT (406087.5248099242 7612579.489813206)
2852,5100986,0.4712,68.609473,-149.307728,POINT (406087.625938975 7612578.928069298)
2853,5100987,0.3853,68.609468,-149.307735,POINT (406087.3202822275 7612578.381589353)
2854,5100988,0.3446,68.609465,-149.30774499999998,POINT (406086.9009522947 7612578.062554545)
2855,5100989,0.4868,68.60945500000001,-149.307746,POINT (406086.8184600789 7612576.949751518)
2856,5100990,0.4578,68.609443,-149.30774,POINT (406087.0123555164 7612575.603397764)
2857,5100991,0.3875,68.609443,-149.307736,POINT (406087.1750700377 7612575.597292157)
2858,5100992,0.3474,68.609433,-149.307741,POINT (406086.9298633584 7612574.490594734)
2859,5100993,0.4422,68.609425,-149.307725,POINT (406087.5472711483 7612573.574708791)
2860,5100994,0.4835,68.609411,-149.307726,POINT (406087.4480539351 7612572.016173971)
2861,5100995,0.4009,68.609401,-149.307756,POINT (406086.185879496 7612570.947636731)
2862,5100996,0.4394,68.60939499999999,-149.30775500000001,POINT (406086.2014699396 7612570.277512659)
2863,5100997,0.3686,68.609378,-149.307748,POINT (406086.4151377738 7612568.372467746)
2864,5100998,0.2531,68.609365,-149.307761,POINT (406085.8319560206 7612566.943682924)
2865,5100999,0.3892,68.60936600000001,-149.307756,POINT (406086.0395312547 7612567.047483766)
2866,5101000,0.6208,68.60609000000001,-149.3085,POINT (406042.0720788164 7612203.129205651)
2867,5101001,0.5204,68.606081,-149.308506,POINT (406041.7903269119 7612202.135472502)
2868,5101002,0.6387,68.606071,-149.308511,POINT (406041.5450768842 7612201.028779414)
2869,5101003,0.5444,68.606063,-149.308518,POINT (406041.2268225233 7612200.148006298)
2870,5101004,0.5728,68.606053,-149.308523,POINT (406040.9815721216 7612199.041313262)
2871,5101005,0.5979,68.606043,-149.30853000000002,POINT (406040.6549519961 7612197.937674494)
2872,5101006,0.5885,68.606031,-149.308535,POINT (406040.4013358192 7612196.608115795)
2873,5101007,0.6934,68.60602800000001,-149.30854,POINT (406040.1853637404 7612196.281452858)
2874,5101008,0.6476,68.606011,-149.308545,POINT (406039.9108336657 7612194.394729909)
2875,5101009,0.5516,68.606001,-149.308543,POINT (406039.9503762682 7612193.277347058)
2876,5101010,0.5154,68.605995,-149.308548,POINT (406039.7218557318 7612192.616385578)
2877,5101011,0.6069,68.605983,-149.308551,POINT (406039.5496085111 7612191.283772692)
2878,5101012,0.5622,68.605975,-149.308555,POINT (406039.3534071674 7612190.398418394)
2879,5101013,0.5059,68.60597299999999,-149.30855,POINT (406039.5484662131 7612190.167916972)
2880,5101014,0.6577,68.60596,-149.308561,POINT (406039.0465567271 7612188.736088399)
2881,5101015,0.6454,68.60595500000001,-149.308556,POINT (406039.2290677017 7612188.171288383)
2882,5101016,0.5907,68.605941,-149.30856599999998,POINT (406038.7636599359 7612186.626499863)
2883,5101017,0.5807,68.60593100000001,-149.30856599999998,POINT (406038.7218324784 7612185.512171297)
2884,5101018,0.6733,68.605921,-149.308561,POINT (406038.8834299913 7612184.390206976)
2885,5101019,0.6209,68.605913,-149.30856599999998,POINT (406038.6465430623 7612183.50637988)
2886,5101020,0.4875,68.605906,-149.308575,POINT (406038.2510986601 7612182.740094291)
2887,5101021,0.5612,68.605903,-149.30857,POINT (406038.4419755072 7612182.398159935)
2888,5101022,0.5662,68.60589,-149.308581,POINT (406037.9400641863 7612180.966331575)
2889,5101023,0.4724,68.60588100000001,-149.308583,POINT (406037.8210491124 7612179.96649021)
2890,5101024,0.5243,68.605875,-149.308583,POINT (406037.7959524631 7612179.297893075)
2891,5101025,0.4032,68.60586500000001,-149.30858999999998,POINT (406037.4693290548 7612178.194254714)
2892,5101026,0.502,68.605851,-149.30858600000002,POINT (406037.573510515 7612176.628086069)
2893,5101027,0.3698,68.60584300000001,-149.308593,POINT (406037.2552523393 7612175.747313443)
2894,5101028,0.5573,68.605836,-149.308595,POINT (406037.1446025027 7612174.970337812)
2895,5101029,0.5349,68.60583299999999,-149.3086,POINT (406036.9286283536 7612174.643675144)
2896,5101030,0.4858,68.605825,-149.308598,POINT (406036.9765362539 7612173.749157959)
2897,5101031,0.4836,68.605808,-149.30860800000002,POINT (406036.4985766727 7612171.870071281)
2898,5101032,0.5763,68.605806,-149.30861000000002,POINT (406036.408840634 7612171.650259952)
2899,5101033,0.6293,68.605793,-149.308621,POINT (406035.906926486 7612170.218431988)
2900,5101034,0.603,68.605783,-149.308621,POINT (406035.8650980751 7612169.104103469)
2901,5101035,0.5662,68.60578000000001,-149.308618,POINT (406035.9746052959 7612168.765223328)
2902,5101036,0.5885,68.605765,-149.308621,POINT (406035.7898069428 7612167.09831214)
2903,5101037,0.5255,68.605761,-149.308625,POINT (406035.6103344512 7612166.658689531)
2904,5101038,0.612,68.60575,-149.30863100000002,POINT (406035.3202113159 7612165.44209139)
2905,5101039,0.5405,68.605743,-149.30863100000002,POINT (406035.2909313098 7612164.662061433)
2906,5101040,0.4803,68.605733,-149.30863300000001,POINT (406035.1677320672 7612163.550787342)
2907,5101041,0.5093,68.605731,-149.308626,POINT (406035.4441637009 7612163.317231202)
2908,5101042,0.5383,68.605735,-149.308621,POINT (406035.6643217431 7612163.755326597)
2909,5101043,0.3999,68.60573000000001,-149.308611,POINT (406036.0502609319 7612163.182890377)
2910,5101044,0.4959,68.605728,-149.308606,POINT (406036.2453220013 7612162.952388714)
2911,5101045,0.6544,68.60571800000001,-149.308625,POINT (406035.4304720333 7612161.867076937)
2912,5101046,0.5506,68.60571800000001,-149.308623,POINT (406035.511842753 7612161.864022533)
2913,5101047,0.5238,68.60571,-149.308625,POINT (406035.3970092637 7612160.975614131)
2914,5101048,0.5495,68.605701,-149.30863100000002,POINT (406035.1152513035 7612159.981881711)
2915,5101049,0.646,68.60569,-149.308621,POINT (406035.4760939926 7612158.740848305)
2916,5101050,0.6125,68.60569,-149.308623,POINT (406035.3947231692 7612158.743902709)
2917,5101051,0.5913,68.60568,-149.30863100000002,POINT (406035.0274113196 7612157.641791859)
2918,5101052,0.5874,68.605671,-149.30864,POINT (406034.6235966115 7612156.652641124)
2919,5101053,0.5768,68.605661,-149.30864499999998,POINT (406034.3783405764 7612155.545948721)
2920,5101054,0.6366,68.60566,-149.308636,POINT (406034.7403268796 7612155.420770921)
2921,5101055,0.6566,68.605655,-149.308643,POINT (406034.4346142389 7612154.87429719)
2922,5101056,0.67,68.605643,-149.30865500000002,POINT (406033.896193768 7612153.555429682)
2923,5101057,0.4792,68.605631,-149.308653,POINT (406033.9273700241 7612152.215181048)
2924,5101058,0.3988,68.605625,-149.30864499999998,POINT (406034.2277568834 7612151.534366164)
2925,5101059,0.5305,68.60562,-149.308656,POINT (406033.7593015744 7612150.994001404)
2926,5101060,0.4747,68.605611,-149.308653,POINT (406033.8437121398 7612149.986524086)
2927,5101061,0.5171,68.6056,-149.30864499999998,POINT (406034.1231848964 7612148.748544952)
2928,5101062,0.5316,68.6056,-149.308658,POINT (406033.5942724408 7612148.768398911)
2929,5101063,0.5004,68.60559,-149.308675,POINT (406032.8607883651 7612147.680033483)
2930,5101064,0.5361,68.605588,-149.30867800000001,POINT (406032.7303657144 7612147.461749525)
2931,5101065,0.4864,68.605581,-149.308661,POINT (406033.3927404729 7612146.655756511)
2932,5101066,0.3564,68.605565,-149.308658,POINT (406033.4478708653 7612144.868249252)
2933,5101067,0.4005,68.605551,-149.308646,POINT (406033.8775381912 7612143.289862623)
2934,5101068,0.3731,68.60554599999999,-149.30865,POINT (406033.693881109 7612142.738807298)
2935,5101069,0.4122,68.605531,-149.308656,POINT (406033.3870236229 7612141.076477985)
2936,5101070,0.3983,68.60553,-149.308671,POINT (406032.7725552257 7612140.98795373)
2937,5101071,0.4842,68.605528,-149.308665,POINT (406033.0083035994 7612140.755924582)
2938,5101072,0.5149,68.605518,-149.308676,POINT (406032.5189315302 7612139.658395815)
2939,5101073,0.5004,68.60551099999999,-149.308661,POINT (406033.0999370155 7612138.855457233)
2940,5101074,0.5908,68.605501,-149.30864499999998,POINT (406033.7090800063 7612137.716693022)
2941,5101075,0.516,68.60549300000001,-149.308665,POINT (406032.8619016532 7612136.855774968)
2942,5101076,0.5395,68.605486,-149.308671,POINT (406032.5885065895 7612136.084908513)
2943,5101077,0.5763,68.605473,-149.308675,POINT (406032.3713853825 7612134.64239052)
2944,5101078,0.4903,68.605465,-149.308673,POINT (406032.4192935805 7612133.747873257)
2945,5101079,0.5127,68.605451,-149.308681,POINT (406032.0352458776 7612132.200031451)
2946,5101080,0.5584,68.60544300000001,-149.308676,POINT (406032.2052116446 7612131.300932421)
2947,5101081,0.6193,68.60543299999999,-149.308656,POINT (406032.9770998523 7612130.156059038)
2948,5101082,0.6533,68.60543,-149.308658,POINT (406032.8831794069 7612129.824814983)
2949,5101083,0.6477,68.605423,-149.30866799999998,POINT (406032.4470401865 7612129.060057517)
2950,5101084,0.7008,68.605411,-149.30867,POINT (406032.3154733686 7612127.725917878)
2951,5101085,0.7281,68.60540300000001,-149.30866,POINT (406032.6888693192 7612126.819182645)
2952,5101086,0.6578,68.605396,-149.30866799999998,POINT (406032.3341014747 7612126.051370705)
2953,5101087,0.7136,68.605386,-149.30865500000002,POINT (406032.8211898172 7612124.917188054)
2954,5101088,0.6343,68.60538100000001,-149.308653,POINT (406032.8816473042 7612124.356969344)
2955,5101089,0.6722999,68.605375,-149.308651,POINT (406032.9379219426 7612123.685317791)
2956,5200001,0.6042,68.605346,-149.308703,POINT (406030.700944616 7612120.533182749)
2957,5200002,0.6522,68.605346,-149.308701,POINT (406030.7823166813 7612120.530128195)
2958,5200003,0.6254,68.605331,-149.308695,POINT (406030.9636884453 7612118.849471919)
2959,5200004,0.621,68.60532099999999,-149.30868,POINT (406031.5321499989 7612117.712234483)
2960,5200005,0.6048,68.60531,-149.30869099999998,POINT (406031.0385906444 7612116.503273145)
2961,5200006,0.6344,68.605288,-149.3087,POINT (406030.5803904227 7612114.065496085)
2962,5200007,0.6761999,68.60528599999999,-149.308696,POINT (406030.7347690481 7612113.836521296)
2963,5200008,0.6824,68.605276,-149.308706,POINT (406030.2860778325 7612112.737465667)
2964,5200009,0.6444,68.60526999999999,-149.308703,POINT (406030.3830384616 7612112.064286775)
2965,5200010,0.6411,68.60526,-149.308708,POINT (406030.137777776 7612110.957594779)
2966,5200011,0.6249,68.605251,-149.308703,POINT (406030.3035619492 7612109.947062794)
2967,5200012,0.5573,68.605238,-149.30869099999998,POINT (406030.7374180292 7612108.480108521)
2968,5200013,0.5562,68.605231,-149.308706,POINT (406030.097843752 7612107.722987827)
2969,5200014,0.4826,68.605223,-149.308703,POINT (406030.1864386869 7612106.826943249)
2970,5200015,0.6388,68.605205,-149.3087,POINT (406030.2332040375 7612104.816570265)
2971,5200016,0.6048,68.605193,-149.30871000000002,POINT (406029.7761453352 7612103.494649041)
2972,5200017,0.5696,68.605191,-149.3087,POINT (406030.1746424984 7612103.256510497)
2973,5200018,0.6277,68.60518,-149.308708,POINT (406029.8031391984 7612102.042967542)
2974,5200019,0.7125,68.605176,-149.30871499999998,POINT (406029.5016028932 7612101.607927225)
2975,5200020,0.6963,68.605165,-149.308723,POINT (406029.1300990843 7612100.394384367)
2976,5200021,0.6299,68.605153,-149.308703,POINT (406029.8936306307 7612099.026644422)
2977,5200022,0.5931,68.605136,-149.308708,POINT (406029.6190880599 7612097.139922593)
2978,5200023,0.5618,68.605125,-149.30871000000002,POINT (406029.4917024183 7612095.917215946)
2979,5200024,0.4747,68.60511600000001,-149.30871100000002,POINT (406029.4133691225 7612094.915847687)
2980,5200025,0.4725,68.605106,-149.308716,POINT (406029.1681069425 7612093.809155783)
2981,5200026,0.5763,68.605091,-149.30871499999998,POINT (406029.1460485401 7612092.1361359)
2982,5200027,0.7068999,68.605083,-149.308716,POINT (406029.0718981018 7612091.246200494)
2983,5200028,0.7331,68.605068,-149.308725,POINT (406028.6429743918 7612089.588453653)
2984,5200029,0.7276,68.60506099999999,-149.30872,POINT (406028.8171260751 7612088.80078726)
2985,5200030,0.631,68.60505500000001,-149.30873300000002,POINT (406028.2631028091 7612088.152045245)
2986,5200031,0.6137,68.60505,-149.30873,POINT (406028.3642474017 7612087.590299121)
2987,5200032,0.6991,68.60503100000001,-149.308735,POINT (406028.0813370678 7612085.480711786)
2988,5200033,0.6924,68.605028,-149.308745,POINT (406027.6619219132 7612085.161686465)
2989,5200034,0.6388,68.605023,-149.308726,POINT (406028.4140524177 7612084.575503274)
2990,5200035,0.6366,68.605006,-149.30873300000002,POINT (406028.0581347306 7612082.691836235)
2991,5200036,0.487,68.604998,-149.308721,POINT (406028.5129105113 7612081.782045799)
2992,5200037,0.4424,68.60499,-149.30873,POINT (406028.1132664256 7612080.904328906)
2993,5200038,0.4759,68.604978,-149.30873799999998,POINT (406027.7375766553 7612079.57935341)
2994,5200039,0.439,68.604966,-149.308735,POINT (406027.8094404619 7612078.237577418)
2995,5200040,0.5931,68.604956,-149.308741,POINT (406027.523489796 7612077.132412988)
2996,5200041,0.4892,68.604955,-149.308753,POINT (406027.0310658828 7612077.039308087)
2997,5200042,0.7013,68.604948,-149.308751,POINT (406027.0831579964 7612076.256223579)
2998,5200043,0.7058,68.604933,-149.308748,POINT (406027.142472555 7612074.580149067)
2999,5200044,0.679,68.604925,-149.30873799999998,POINT (406027.5158761302 7612073.673413116)
3000,5200045,0.6349,68.604915,-149.308736,POINT (406027.5554194751 7612072.556030116)
3001,5200046,0.6979999,68.604911,-149.308736,POINT (406027.538687379 7612072.110298776)
3002,5200047,0.6198,68.6049,-149.308741,POINT (406027.2892399185 7612070.892174213)
3003,5200048,0.5121,68.604895,-149.308728,POINT (406027.7972537908 7612070.315154839)
3004,5200049,0.5322,68.604881,-149.308728,POINT (406027.7386916674 7612068.755095142)
3005,5200050,0.487,68.60486800000001,-149.308735,POINT (406027.3995042727 7612067.317159538)
3006,5200051,0.516,68.604863,-149.308731,POINT (406027.5413367967 7612066.753886067)
3007,5200052,0.573,68.60485600000001,-149.308731,POINT (406027.5120557027 7612065.973856226)
3008,5200053,0.6031,68.60485,-149.308736,POINT (406027.2835229704 7612065.312895839)
3009,5200054,0.5183,68.60484100000001,-149.30874,POINT (406027.0831279856 7612064.316109641)
3010,5200055,0.5339,68.604835,-149.308741,POINT (406027.0173428532 7612063.649039964)
3011,5200056,0.6098,68.604826,-149.30874599999999,POINT (406026.7762607099 7612062.653781122)
3012,5200057,0.5696,68.604821,-149.308748,POINT (406026.6739715453 7612062.099671623)
3013,5200058,0.5986,68.60481300000001,-149.308755,POINT (406026.3556982228 7612061.218900328)
3014,5200059,0.6053,68.604805,-149.308755,POINT (406026.3222337794 7612060.327437662)
3015,5200060,0.5668,68.604795,-149.30874599999999,POINT (406026.6465864953 7612059.199363278)
3016,5200061,0.6701,68.60478,-149.30873300000002,POINT (406027.1127726582 7612057.508015447)
3017,5200062,0.6132,68.604775,-149.30873799999998,POINT (406026.8884222559 7612056.958487931)
3018,5200063,0.5445,68.604765,-149.308745,POINT (406026.56178243 7612055.854850941)
3019,5200064,0.5004,68.60476,-149.308736,POINT (406026.9070510894 7612055.283940762)
3020,5200065,0.6053,68.60475,-149.308735,POINT (406026.9059080066 7612054.168085092)
3021,5200066,0.5903,68.602161,-149.308258,POINT (406035.4861648547 7611764.939983308)
3022,5200067,0.6176,68.60215600000001,-149.308253,POINT (406035.6687135685 7611764.375183333)
3023,5200068,0.6522,68.602151,-149.308253,POINT (406035.6478032238 7611763.818019168)
3024,5200069,0.5752,68.602141,-149.30825,POINT (406035.7280580817 7611762.699109362)
3025,5200070,0.3017,68.60212800000001,-149.308256,POINT (406035.4295400331 7611761.259645525)
3026,5200071,0.3754,68.602121,-149.308253,POINT (406035.5223411709 7611760.475034204)
3027,5200072,0.3464,68.602115,-149.308255,POINT (406035.4158649737 7611759.809491547)
3028,5200073,0.554,68.602108,-149.308258,POINT (406035.2645147502 7611759.034043226)
3029,5200074,0.5841,68.60209499999999,-149.308253,POINT (406035.4136074129 7611757.57778058)
3030,5200075,0.6037,68.60208100000001,-149.30825,POINT (406035.4771343456 7611756.013139443)
3031,5200076,0.5596,68.602076,-149.308251,POINT (406035.4155320728 7611755.457502449)
3032,5200077,0.5439,68.602071,-149.308243,POINT (406035.720157559 7611754.888120985)
3033,5200078,0.5239,68.60206099999999,-149.30825,POINT (406035.3934931233 7611753.78448281)
3034,5200079,0.5138,68.602056,-149.30823999999998,POINT (406035.7795028436 7611753.212047029)
3035,5200080,0.5495,68.602046,-149.30824099999998,POINT (406035.6969903987 7611752.09924587)
3036,5200081,0.5194,68.60203800000001,-149.30823999999998,POINT (406035.7042260822 7611751.206256055)
3037,5200082,0.5417,68.602035,-149.308231,POINT (406036.0579083207 7611750.858213141)
3038,5200083,0.5518,68.60203299999999,-149.30823,POINT (406036.0902363129 7611750.633820323)
3039,5200084,0.621,68.602028,-149.30821799999998,POINT (406036.5576308383 7611750.058330358)
3040,5200085,0.669,68.602023,-149.308201,POINT (406037.2284858964 7611749.475204797)
3041,5200086,0.65,68.602028,-149.308201,POINT (406037.2493957515 7611750.032368966)
3042,5200087,0.5746,68.60202,-149.308206,POINT (406037.0124796417 7611749.148541979)
3043,5200088,0.5518,68.60201500000001,-149.308203,POINT (406037.1136459755 7611748.5867964)
3044,5200089,0.5172,68.602011,-149.308213,POINT (406036.6899972315 7611748.156336472)
3045,5200090,0.679,68.602005,-149.30820500000002,POINT (406036.990442041 7611747.47552234)
3046,5200091,0.7297999,68.602,-149.308203,POINT (406037.0509163636 7611746.915303894)
3047,5200092,0.6851,68.601991,-149.308208,POINT (406036.8098179944 7611745.920044097)
3048,5200093,0.53,68.60198100000001,-149.308213,POINT (406036.5645374744 7611744.813351488)
3049,5200094,0.4491,68.60197099999999,-149.30821,POINT (406036.6447940326 7611743.694441724)
3050,5200095,0.4245,68.601966,-149.308213,POINT (406036.5018076056 7611743.141858999)
3051,5200096,0.439,68.601958,-149.30821,POINT (406036.5904282205 7611742.2458149)
3052,5200097,0.4184,68.601945,-149.308206,POINT (406036.6988312295 7611740.791079501)
3053,5200098,0.4943,68.601938,-149.30821,POINT (406036.506788519 7611740.01715825)
3054,5200099,0.4613,68.60193000000001,-149.308196,POINT (406037.0430238813 7611739.104315604)
3055,5200100,0.4312,68.60192099999999,-149.30819499999998,POINT (406037.0460784989 7611738.099892967)
3056,5200101,0.4653,68.601916,-149.30819,POINT (406037.2286299987 7611737.535093124)
3057,5200102,0.4334,68.60191,-149.308176,POINT (406037.7732300647 7611736.845116305)
3058,5200103,0.4546,68.60190300000001,-149.308176,POINT (406037.7439566088 7611736.065086467)
3059,5200104,0.4346,68.601895,-149.308178,POINT (406037.6291166421 7611735.176678048)
3060,5200105,0.4636,68.601888,-149.30818100000002,POINT (406037.4777662382 7611734.4012296)
3061,5200106,0.4747,68.601886,-149.308183,POINT (406037.3880177541 7611734.181418194)
3062,5200107,0.5004,68.601876,-149.308183,POINT (406037.3461984119 7611733.067089863)
3063,5200108,0.4546,68.60186800000001,-149.308185,POINT (406037.2313582517 7611732.178681465)
3064,5200109,0.5088,68.601863,-149.30815800000002,POINT (406038.3091421096 7611731.580284922)
3065,5200110,0.564,68.60186,-149.30815800000002,POINT (406038.2965964446 7611731.245986418)
3066,5200111,0.4892,68.601846,-149.30815,POINT (406038.5635890885 7611729.67370982)
3067,5200112,0.5233,68.60184,-149.308143,POINT (406038.8233446185 7611728.994423041)
3068,5200113,0.5261,68.601825,-149.308153,POINT (406038.3536924854 7611727.338201635)
3069,5200114,0.4948,68.601815,-149.308166,POINT (406037.782871975 7611726.243725852)
3070,5200115,0.4613,68.601815,-149.30815800000002,POINT (406038.1084114996 7611726.231508879)
3071,5200116,0.4848,68.60181,-149.308155,POINT (406038.2095794148 7611725.669763354)
3072,5200117,0.458,68.601798,-149.308146,POINT (406038.5256290855 7611724.318825311)
3073,5200118,0.5936,68.601786,-149.30813799999999,POINT (406038.8009866595 7611722.969414419)
3074,5200119,0.6321,68.60178499999999,-149.30813500000002,POINT (406038.9188822946 7611722.853400262)
3075,5200120,0.6048,68.601775,-149.30813999999998,POINT (406038.6736012853 7611721.746707452)
3076,5200121,0.6729,68.601765,-149.308146,POINT (406038.3876275636 7611720.641541778)
3077,5200122,0.6388,68.60176,-149.30813500000002,POINT (406038.8143361917 7611720.067579393)
